,scalerank,featurecla,type,sov_a3,note,edited,name,namealt,namealtt,routeraw,question,length_km,toll,ne_part,label,label2,local,localtype,localalt,labelrank,ignore,add,rwdb_rd_id,orig_fid,prefix,uident,continent,expressway,level,min_zoom,min_label,geometry
2176,7,Road,Major Highway,USA,,New in version 2.0.0,155,,,,0,35,0,ne_1d4_original,,,,,,0,0,0,0,0,,160205,North America,1,Interstate,7.0,9.5,"LINESTRING (-89.63434695241766 36.11643073476013, -89.60482484607853 36.09559160087369, -89.43984836947753 36.069542683515635, -89.38254075128982 36.07475246698725, -89.33044291657372 36.09038181740208)"
2179,3,Road,Major Highway,USA,,New in version 2.0.0,85,,,,0,66,0,ne_1d4_original,,,,,,0,0,0,0,0,,160605,North America,1,Interstate,3.0,6.0,"LINESTRING (-81.43414776810286 35.168250142927036, -81.45672349647984 35.157830575983816, -81.46887965791359 35.159567170474354, -81.59044127225117 35.107469335758246, -81.64253910696728 35.10225955228664, -81.68942715821177 35.09010339085288, -81.7241590480225 35.07447404043805, -81.76410072130484 35.069264256966434, -81.82140833949256 35.044951934098926, -81.90997465850994 35.015429827759796, -82.00548735548946 34.97027837100584)"
2180,3,Road,Major Highway,USA,,New in version 2.0.0,26,,,,0,28,0,ne_1d4_original,,,,,,0,0,0,0,0,,160705,North America,1,Interstate,3.0,6.0,"LINESTRING (-82.00548735548946 34.97027837100584, -82.03674605631913 35.02063961123141, -82.05758519020557 35.076210634928586, -82.0732145406204 35.09010339085288, -82.12010259186489 35.157830575983816, -82.17046383209046 35.19429906028509)"
2184,3,Road,Major Highway,USA,,New in version 2.0.0,55,,,,0,25,0,ne_1d4_original,,,,,,0,0,0,0,0,,161105,North America,1,Interstate,3.0,6.0,"LINESTRING (-89.75069878328362 36.201523864796435, -89.7541719722647 36.19457748683429, -89.75069878328362 36.12858689619389, -89.82363575188617 36.069542683515635, -89.86010423618744 36.03133760472383, -89.87399699211174 36.0018154983847)"
2189,4,Road,Major Highway,USA,,New in version 2.0.0,35,,,,0,55,0,ne_1d4_original,,,,,,0,0,0,0,0,,161705,North America,1,Interstate,4.0,7.0,"LINESTRING (-97.34308989591054 37.000357330443364, -97.35003627387269 36.925683767350286, -97.33961670692948 36.87011274365311, -97.35177286836323 36.58531124720507, -97.34482649040108 36.54536957392272, -97.31704097855248 36.46027644388642, -97.31704097855248 36.39428585324602)"
2197,4,Road,Major Highway,USA,,New in version 2.0.0,15,,,,0,3,0,ne_1d4_original,,,,,,0,0,0,0,0,,163005,North America,1,Interstate,4.0,7.0,"LINESTRING (-117.00828590674935 34.88692183546007, -116.98571017837237 34.912970752818126)"
2198,3,Road,Major Highway,USA,,New in version 2.0.0,40,,,,0,240,0,ne_1d4_original,,,,,,0,0,0,0,0,,163105,North America,1,Interstate,3.0,6.0,"LINESTRING (-88.85635262065716 35.661442978239485, -88.74521057326281 35.67880892314486, -88.5698145297186 35.74479951378525, -88.47256523824854 35.76390205318116, -88.26243730489358 35.81947307687834, -88.2068662811964 35.81599988789726, -88.15650504097083 35.81947307687834, -88.10961698972633 35.833365832802635, -88.04015321010486 35.86636112812283, -87.9897919698793 35.87157091159444, -87.89601586739032 35.86636112812283, -87.84391803267421 35.881990478537666, -87.70325387894073 35.87157091159444, -87.69109771750696 35.881990478537666, -87.63379009931926 35.89935642344303, -87.61816074890443 35.90977599038625, -87.55737994173563 35.9497176636686, -87.54001399683027 35.9688202030645, -87.51222848498168 35.97576658102665, -87.4618672447561 35.998342309403625, -87.43929151637913 35.996605714913095, -87.40976941004001 36.00876187634685, -87.32120309102262 36.02439122676168, -87.28299801223082 36.02612782125222, -87.24479293343902 36.01918144329007, -87.20485126015666 36.027864415742755, -87.18922190974183 36.02265463227114, -87.15622661442163 36.04002057717651, -87.11107515766767 36.078225655968325, -87.06939688989479 36.088645222911545, -87.01729905517868 36.07648906147779, -86.97041100393419 36.07127927800617, -86.93394251963292 36.088645222911545, -86.86968852348306 36.13726986864658, -86.8193272832575 36.14942603008033, -86.78633198793729 36.16331878600462)"
2202,3,Road,Major Highway,USA,,New in version 2.0.0,244,,,,0,94,1,ne_1d4_original,,,,,,0,0,0,0,0,,163705,North America,1,Interstate,3.0,6.0,"LINESTRING (-95.97465343736754 36.161582191514086, -95.76278890952204 36.1667919749857, -95.73153020869239 36.1858945143816, -95.59954902741158 36.29529996728542, -95.5387682202428 36.32829526260562, -95.46756784613079 36.3508709909826, -95.4397823342822 36.375183313850115, -95.39115768854717 36.43249093203783, -95.28348883013389 36.507164495130915, -95.21923483398403 36.560998924337554)"
2204,3,Road,Major Highway,USA,,New in version 2.0.0,75,,,,0,2,1,ne_1d4_original,,,,,,0,0,0,0,0,,163905,North America,1,Interstate,3.0,6.0,"LINESTRING (-95.9868095988013 36.14595284109926, -95.97465343736754 36.161582191514086)"
2207,3,Road,Major Highway,USA,,New in version 2.0.0,75,,,,0,4,1,ne_1d4_original,,,,,,0,0,0,0,0,,164405,North America,1,Interstate,3.0,6.0,"LINESTRING (-96.00764873268774 36.11295754577906, -95.9868095988013 36.14595284109926)"
2209,3,Road,Major Highway,USA,,New in version 2.0.0,95,,,,0,92,0,ne_1d4_original,,,,,,0,0,0,0,0,,164605,North America,1,Interstate,3.0,6.0,"LINESTRING (-79.1036379618024 34.60212033901206, -79.12100390670776 34.58822758308787, -79.16962855244287 34.57259823267293, -79.22346298164945 34.54133953184339, -79.27729741085608 34.52744677591903, -79.31202930066684 34.506607642032634, -79.3363416235344 34.492714886108274, -79.36933691885457 34.45103661833548, -79.42490794255173 34.41109494505304, -79.48395215522993 34.3746264607517, -79.53778658443667 34.34336775992216, -79.62287971447296 34.31210905909245, -79.67324095469849 34.28258695275332, -79.78264640760233 34.244381873961515, -79.84863699824274 34.1957572282264)"
2210,3,Road,Major Highway,USA,,New in version 2.0.0,26,,,,0,46,0,ne_1d4_original,,,,,,0,0,0,0,0,,164905,North America,1,Interstate,3.0,6.0,"LINESTRING (-81.87176957971813 34.51355401999466, -81.8891355246235 34.536129748371636, -81.89434530809511 34.6003837445215, -81.92907719790584 34.6663743351619, -81.9412333593396 34.70284281946317, -81.95859930424497 34.80530189440484, -81.99333119405571 34.873029079535776, -81.99680438303677 34.895604807912754, -81.99333119405571 34.92860010323296, -82.00548735548946 34.9494392371194, -82.00548735548946 34.97027837100584)"
2213,5,Road,Major Highway,USA,,New in version 2.0.0,385,,,,0,52,0,ne_1d4_original,,,,,,0,0,0,0,0,,165205,North America,1,Interstate,5.0,8.0,"LINESTRING (-82.2902888519375 34.75320405968874, -82.2381910172214 34.699369630482096, -82.14788810371348 34.64553520127546, -82.0871072965447 34.619486283917404, -82.01590692243269 34.556968882258076, -81.95859930424497 34.54133953184325, -81.90302828054779 34.51702720897573, -81.87176957971813 34.51355401999466)"
2215,5,Road,Major Highway,USA,,New in version 2.0.0,75,,,,0,41,0,ne_1d4_original,,,,,,0,0,0,0,0,,165505,North America,1,Interstate,5.0,8.0,"LINESTRING (-84.88649761529003 35.19429906028509, -84.90212696570485 35.189089276813476, -84.94727842245882 35.150884198021664, -85.04452771392887 35.12136209168254, -85.06363025332477 35.09183998534341, -85.10878171007874 35.077947229419124, -85.12614765498411 35.067527662475904, -85.18345527317182 35.01890301674087, -85.20776759603933 35.005010260816576)"
2216,3,Road,Major Highway,USA,,New in version 2.0.0,24,,,,0,2,0,ne_1d4_original,,,,,,0,0,0,0,0,,165605,North America,1,Interstate,3.0,6.0,"LINESTRING (-85.19734802909612 34.98590772142067, -85.20776759603933 35.005010260816576)"
2217,3,Road,Major Highway,USA,,New in version 2.0.0,24,,,,0,157,0,ne_1d4_original,,,,,,0,0,0,0,0,,165705,North America,1,Interstate,3.0,6.0,"LINESTRING (-86.72728777525904 36.1476894355898, -86.72902436974958 36.11643073476013, -86.68039972401455 36.05738652208188, -86.63003848378898 36.02265463227114, -86.61093594439308 36.0018154983847, -86.57794064907287 35.987922742460405, -86.38691525511383 35.81079010442566, -86.28098299119108 35.66838935620164, -86.24451450688981 35.62671108842875, -86.23409493994659 35.58503282065587, -86.19762645564532 35.55724730880728, -86.10732354213741 35.517305635524934, -86.07780143579828 35.49820309612903, -86.03438657353486 35.44089547794131, -85.90414198674459 35.300231324207836, -85.87809306938654 35.260289650925486, -85.87288328591494 35.23771392254851, -85.85899052999063 35.242923706020115, -85.8242586401799 35.230767544586364, -85.81557566772722 35.19777224926616, -85.80689269527454 35.18214289885133, -85.7912633448597 35.17172333190811, -85.74263869912467 35.107469335758246, -85.7391655101436 35.09010339085288, -85.74090210463413 35.07968382390966, -85.73569232116253 35.069264256966434, -85.70790680931394 35.05016171757053)"
2218,3,Road,Major Highway,USA,,New in version 2.0.0,24,,,,0,25,0,ne_1d4_original,,,,,,0,0,0,0,0,,165805,North America,1,Interstate,3.0,6.0,"LINESTRING (-85.20776759603933 35.005010260816576, -85.21818716298256 34.99980047734496, -85.23381651339739 34.99980047734496, -85.31022667098101 35.02063961123141, -85.36927088365925 35.02063961123141, -85.39705639550785 35.01195663877872, -85.41789552939429 34.984171126930136)"
2220,3,Road,Major Highway,USA,,New in version 2.0.0,5,,,,0,90,0,ne_1d4_original,,,,,,0,0,0,0,0,,166005,North America,1,Interstate,3.0,6.0,"LINESTRING (-118.95674492513164 35.02237620572194, -118.94285216920734 34.996327288363894, -118.92895941328305 34.92165372527081, -118.91853984633983 34.89386821342222, -118.89770071245339 34.881712051988465, -118.86123222815212 34.84003378421558, -118.8838079565291 34.81572146134806, -118.8838079565291 34.810511677876455, -118.87512498407641 34.801828705423766, -118.83865649977514 34.793145732971084, -118.80045142098332 34.76883341010357, -118.79350504302118 34.70805260293478, -118.75529996422937 34.66290114618082, -118.75009018075777 34.64900839025653, -118.71535829094702 34.62469606738902, -118.70493872400381 34.58475439410667, -118.67888980664576 34.5673884492013, -118.62679197192965 34.51008083101359, -118.61289921600536 34.48576850814607, -118.60942602702428 34.45103661833534, -118.60421624355267 34.444090240373185, -118.5920600821189 34.44235364588265, -118.58164051517569 34.42672429546782, -118.54690862536495 34.3503141378842, -118.50870354657314 34.33294819297883)"
2221,3,Road,Major Highway,USA,,New in version 2.0.0,24,,,,0,3,0,ne_1d4_original,,,,,,0,0,0,0,0,,166205,North America,1,Interstate,3.0,6.0,"LINESTRING (-85.41789552939429 34.984171126930136, -85.4422078522618 34.97027837100584)"
2222,3,Road,Major Highway,USA,,New in version 2.0.0,24,,,,0,3,0,ne_1d4_original,,,,,,0,0,0,0,0,,166305,North America,1,Interstate,3.0,6.0,"LINESTRING (-85.4699933641104 34.984171126930136, -85.4422078522618 34.97027837100584)"
2226,3,Road,Major Highway,USA,,New in version 2.0.0,85,,,,0,86,0,ne_1d4_original,,,,,,0,0,0,0,0,,167005,North America,1,Interstate,3.0,6.0,"LINESTRING (-82.30765479684287 34.82961421727236, -82.3892747378981 34.79488232746162, -82.43963597812366 34.791409138480546, -82.4604751120101 34.782726166027864, -82.47610446242494 34.76362362663196, -82.51083635223567 34.688950063538876, -82.55772440348017 34.66463774067136, -82.63760775004486 34.60906671697418, -82.6775494233272 34.58996417757828, -82.81126719909854 34.55002250429593, -82.84599908890928 34.52744677591895, -82.87204800626733 34.51876380346627, -83.00055599856705 34.49966126407036)"
2231,4,Road,Major Highway,USA,,New in version 2.0.0,77,,,,0,102,0,ne_1d4_original,,,,,,0,0,0,0,0,,167605,North America,1,Interstate,4.0,7.0,"LINESTRING (-80.9270621768661 35.1005229577961, -80.99305276750651 34.994590693873356, -80.98610638954436 34.97027837100584, -80.98957957852544 34.95117583160994, -80.98089660607275 34.9164439417992, -80.98957957852544 34.89734140240329, -81.02778465731724 34.8365605952345, -81.04167741324153 34.77925297704679, -81.04167741324153 34.721945358859074, -81.03473103527939 34.6663743351619, -80.99826255097811 34.53091996490003, -81.01389190139295 34.24264527947092, -81.00173573995919 34.207913389660185, -80.97916001158221 34.178391283321055, -80.96526725565792 34.12455685411442, -80.94269152728094 34.07245901939831)"
2232,3,Road,Major Highway,USA,,New in version 2.0.0,55,,,,0,73,0,ne_1d4_original,,,,,,0,0,0,0,0,,167705,North America,1,Interstate,3.0,6.0,"LINESTRING (-89.87399699211174 36.0018154983847, -89.8722603976212 35.92887852978215, -89.8774701810928 35.914985773857865, -89.93130461029945 35.87330750608498, -90.12580319323958 35.588506009636944, -90.23868183512447 35.41137337160219, -90.2734137249352 35.392270832206286)"
2239,4,Road,Major Highway,USA,,New in version 2.0.0,65,,,,0,111,0,ne_1d4_original,,,,,,0,0,0,0,0,,168205,North America,1,Interstate,4.0,7.0,"LINESTRING (-86.78633198793729 36.16331878600462, -86.76722944854139 36.09038181740208, -86.78285879895623 36.04696695513866, -86.78980517691836 36.01049847083738, -86.8193272832575 35.93756150223484, -86.83669322816286 35.81947307687834, -86.86100555103037 35.78995097053921, -86.87663490144521 35.73958973031365, -86.88879106287897 35.68922849008808, -86.89226425186004 35.63192087190036, -86.90615700778433 35.57461325371265, -86.90789360227487 35.555510714316746, -86.87837149593574 35.40963677711165, -86.88358127940735 35.36795850933877, -86.8905276573695 35.22034797764314, -86.87316171246414 35.201245438247234, -86.87316171246414 35.178669709870256, -86.88358127940735 35.10399614677717, -86.88010809042628 35.027585989193554, -86.88531787389789 34.99285409938282)"
2240,3,Road,Major Highway,USA,,New in version 2.0.0,40,95,Federal,,0,20,0,ne_1d4_original,,,,,,0,0,0,0,0,,168305,North America,1,Interstate,3.0,6.0,"LINESTRING (-114.75244966354204 34.87997545749793, -114.70208842331647 34.89039502444115, -114.67256631697734 34.885185240969534, -114.61004891531802 34.84003378421558, -114.59441956490318 34.813984866857524)"
2241,3,Road,Major Highway,USA,,New in version 2.0.0,5,,,,0,23,0,ne_1d4_original,,,,,,0,0,0,0,0,,168405,North America,1,Interstate,3.0,6.0,"LINESTRING (-118.50870354657314 34.33294819297883, -118.48265462921509 34.310372464601855, -118.43229338898952 34.2513282519236, -118.407981066122 34.23222571252769, -118.37498577080181 34.15407896045354)"
2244,4,Road,Major Highway,USA,,New in version 2.0.0,20,,,,0,19,0,ne_1d4_original,,,,,,0,0,0,0,0,,168705,North America,1,Interstate,4.0,7.0,"LINESTRING (-81.10940459837248 34.035990535097035, -81.06946292509012 34.05682966898348, -81.02952125180778 34.06898583041723, -80.99131617301597 34.07245901939831, -80.94269152728094 34.07245901939831)"
2245,3,Road,Major Highway,USA,,New in version 2.0.0,26,,,,0,96,0,ne_1d4_original,,,,,,0,0,0,0,0,,168805,North America,1,Interstate,3.0,6.0,"LINESTRING (-81.10940459837248 34.035990535097035, -81.18234156697501 34.10892750369958, -81.2101270788236 34.12976663758602, -81.23617599618166 34.14365939351032, -81.32126912621796 34.17491809433998, -81.39073290583943 34.21138657864125, -81.45151371300823 34.23396230701823, -81.48971879180003 34.25480144090467, -81.65990505187264 34.35726051584635, -81.69984672515498 34.405885161581374, -81.71721267006035 34.41977791750567, -81.7623641268143 34.44061705139211, -81.87176957971813 34.51355401999466)"
2246,5,Road,Major Highway,USA,,New in version 2.0.0,59,,,,0,28,0,ne_1d4_original,,,,,,0,0,0,0,0,,169105,North America,1,Interstate,5.0,8.0,"LINESTRING (-85.55334989965615 34.71499898089693, -85.53945714373187 34.75667724866981, -85.54814011618456 34.80530189440484, -85.53424736026025 34.84871675666826, -85.5081984429022 34.892131618931685, -85.4422078522618 34.97027837100584)"
2247,3,Road,Major Highway,USA,,New in version 2.0.0,25,,,,0,9,0,ne_1d4_original,,,,,,0,0,0,0,0,,169305,North America,1,Interstate,3.0,6.0,"LINESTRING (-105.9236032736529 35.630184277409825, -105.87671522240841 35.555510714316746)"
2251,3,Road,Major Highway,USA,,New in version 2.0.0,40,,,,0,143,0,ne_1d4_original,,,,,,0,0,0,0,0,,169805,North America,1,Interstate,3.0,6.0,"LINESTRING (-88.85635262065716 35.661442978239485, -89.02827547522031 35.61108173801392, -89.19846173529292 35.55203752533567, -89.25750594797117 35.53640817492084, -89.28008167634815 35.47562736775205, -89.35475523944123 35.42700272201702, -89.43116539702486 35.3835878597536, -89.47979004275989 35.36795850933877, -89.54230744441921 35.33843640299964, -89.66213246426625 35.262026245416024, -89.83579191331992 35.17693311537972, -89.8913629370171 35.15435738700274, -89.91220207090355 35.17345992639864, -89.92956801580891 35.19603565477563, -90.01813433482629 35.19603565477563, -90.02855390176951 35.199508843756696)"
2253,3,Road,Major Highway,USA,,New in version 2.0.0,55,,,,0,22,0,ne_1d4_original,,,,,,0,0,0,0,0,,170005,North America,1,Interstate,3.0,6.0,"LINESTRING (-90.2734137249352 35.392270832206286, -90.27862350840681 35.385324454244135, -90.27167713044467 35.3505925644334, -90.2213158902191 35.251606678472804, -90.19179378387997 35.17345992639864)"
2254,3,Road,Major Highway,USA,,New in version 2.0.0,44,,,,0,168,1,ne_1d4_original,,,,,,0,0,0,0,0,,170205,North America,1,Interstate,3.0,6.0,"LINESTRING (-96.00764873268774 36.11295754577906, -96.06842953985652 36.069542683515635, -96.10142483517673 36.017444848799535, -96.1899911541941 35.98965933695094, -96.30460639056953 35.91151258487679, -96.35670422528564 35.86636112812283, -96.41227524898281 35.84204880525532, -96.64845209969582 35.76737524216223, -96.70923290686461 35.751745891747404, -96.93846337961547 35.711804218465055, -97.05655180497197 35.680545517635395, -97.08954710029217 35.670125950692174, -97.13122536806505 35.64234043884358, -97.15380109644204 35.637130655371976, -97.36740221877805 35.61629152148553, -97.42644643145631 35.598925576580164)"
2255,4,Road,Major Highway,USA,,New in version 2.0.0,35,,,,0,74,0,ne_1d4_original,,,,,,0,0,0,0,0,,170305,North America,1,Interstate,4.0,7.0,"LINESTRING (-97.31704097855248 36.39428585324602, -97.3222507620241 36.34566120751099, -97.3222507620241 36.191104297853215, -97.33788011243894 36.12858689619389, -97.34656308489161 35.97923977000772, -97.37261200224967 35.94450788019699, -97.3830315691929 35.91324917936733, -97.39345113613611 35.833365832802635, -97.41602686451309 35.80731691544458, -97.41429027002255 35.70833102948398, -97.42644643145631 35.598925576580164)"
2256,3,Road,Major Highway,USA,,New in version 2.0.0,44,,,,0,13,0,ne_1d4_original,,,,,,0,0,0,0,0,,170405,North America,1,Interstate,3.0,6.0,"LINESTRING (-94.32488867135757 35.47215417877098, -94.29189337603738 35.473890773261516, -94.23979554132127 35.51904223001547, -94.2224295964159 35.52425201348708)"
2257,4,Road,Major Highway,USA,,New in version 2.0.0,65,,,,0,20,0,ne_1d4_original,,,,,,0,0,0,0,0,,170505,North America,1,Interstate,4.0,7.0,"LINESTRING (-86.88531787389789 34.99285409938282, -86.90789360227487 34.902551185874906, -86.92178635819917 34.874765674026314, -86.92525954718023 34.84698016217773, -86.92004976370863 34.78793594949948)"
2258,3,Road,Major Highway,USA,,New in version 2.0.0,55,,,,0,14,0,ne_1d4_original,,,,,,0,0,0,0,0,,170705,North America,1,Interstate,3.0,6.0,"LINESTRING (-90.19179378387997 35.17345992639864, -90.15185211059763 35.15609398149328, -90.07196876403293 35.136991442097376)"
2259,3,Road,Major Highway,USA,,New in version 2.0.0,40,,,,0,6,0,ne_1d4_original,,,,,,0,0,0,0,0,,170805,North America,1,Interstate,3.0,6.0,"LINESTRING (-90.02855390176951 35.199508843756696, -90.03029049626005 35.13178165862576)"
2260,3,Road,Major Highway,USA,,New in version 2.0.0,40,,,,0,5,0,ne_1d4_original,,,,,,0,0,0,0,0,,170905,North America,1,Interstate,3.0,6.0,"LINESTRING (-90.07196876403293 35.136991442097376, -90.03029049626005 35.13178165862576)"
2263,4,Road,Major Highway,USA,,New in version 2.0.0,35,,,,0,6,0,ne_1d4_original,,,,,,0,0,0,0,0,,171205,North America,1,Interstate,4.0,7.0,"LINESTRING (-97.46465151024812 35.54509114737352, -97.42644643145631 35.598925576580164)"
2265,3,Road,Major Highway,USA,,New in version 2.0.0,40,,,,0,40,0,ne_1d4_original,,,,,,0,0,0,0,0,,171505,North America,1,Interstate,3.0,6.0,"LINESTRING (-95.17581997172061 35.486046934695274, -95.26264969624745 35.47910055673312, -95.39115768854717 35.456524828356144, -95.53182184228065 35.45478823386561)"
2266,7,Road,Major Highway,USA,,New in version 2.0.0,605,,,,0,24,0,ne_1d4_original,,,,,,0,0,0,0,0,,171705,North America,1,Interstate,7.0,8.4,"LINESTRING (-117.95125671511083 34.12976663758602, -117.97383244348781 34.07072242490777, -117.99293498288371 34.04988329102133, -118.02245708922284 34.0342539406065, -118.05545238454305 34.00820502324845, -118.09365746333485 33.94221443260805)"
2267,3,Road,Major Highway,USA,,New in version 2.0.0,5,,,,0,38,0,ne_1d4_original,,,,,,0,0,0,0,0,,171805,North America,1,Interstate,3.0,6.0,"LINESTRING (-118.37498577080181 34.15407896045354, -118.33851728650053 34.12282025962388, -118.3315709085384 34.11066409819012, -118.2846828572939 34.08114199185099, -118.2239020501251 34.05335648000241, -118.22042886114403 34.0342539406065, -118.18743356582384 34.025570968153815, -118.15964805397525 34.00820502324845, -118.11796978620237 33.96131697200396, -118.09365746333485 33.94221443260805)"
2268,3,Road,Major Highway,USA,,New in version 2.0.0,15,,,,0,92,0,ne_1d4_original,,,,,,0,0,0,0,0,,172105,North America,1,Interstate,3.0,6.0,"LINESTRING (-117.00828590674935 34.88692183546007, -117.0673301194276 34.87997545749793, -117.07774968637082 34.86781929606417, -117.09164244229511 34.8174580558386, -117.17152578885981 34.74625768172659, -117.19757470621785 34.711525791915854, -117.20973086765161 34.66290114618082, -117.2236236235759 34.63511563433224, -117.27224826931094 34.57433482716345, -117.31218994259328 34.5343931538811, -117.32087291504597 34.50660764203251, -117.37470734425261 34.42672429546782, -117.41117582855388 34.37983624422333, -117.44069793489301 34.35726051584635, -117.47716641919428 34.34684094890313, -117.48237620266589 34.33815797645044, -117.47890301368481 34.31558224807346, -117.46501025776053 34.30863587011132, -117.4545906908173 34.291269925205945, -117.44764431285516 34.27216738581004, -117.4493809073457 34.25827462988575, -117.39995568470651 34.220040023693166)"
2271,3,Road,Major Highway,USA,,New in version 2.0.0,40,,,,0,45,0,ne_1d4_original,,,,,,0,0,0,0,0,,172505,North America,1,Interstate,3.0,6.0,"LINESTRING (-97.93874180616467 35.49993969061956, -97.95784434556057 35.5016762851101, -98.00299580231453 35.53119839144923, -98.1992309797452 35.53293498593977, -98.2843241097815 35.548564336354595, -98.33121216102599 35.5346715804303)"
2272,4,Road,Major Highway,USA,,New in version 2.0.0,215,,,,0,10,0,ne_1d4_original,,,,,,0,0,0,0,0,,172805,North America,1,Interstate,4.0,7.0,"LINESTRING (-117.3582893131246 33.989975666070734, -117.31045334810273 34.042936913059236, -117.2948239976879 34.063776046945634)"
2274,3,Road,Major Highway,USA,,New in version 2.0.0,40,,,,0,49,0,ne_1d4_original,,,,,,0,0,0,0,0,,173005,North America,1,Interstate,3.0,6.0,"LINESTRING (-95.53182184228065 35.45478823386561, -95.63254432273179 35.45478823386561, -95.7419497756356 35.44784185590346, -95.80446717729494 35.43047591099809, -95.83919906710567 35.43221250548863, -95.90171646876499 35.42700272201702, -95.9677070594054 35.43047591099809)"
2275,4,Road,Major Highway,USA,,New in version 2.0.0,35,,,,0,7,0,ne_1d4_original,,,,,,0,0,0,0,0,,173105,North America,1,Interstate,4.0,7.0,"LINESTRING (-97.46465151024812 35.54509114737352, -97.46465151024812 35.50862266307225, -97.47507107719134 35.473890773261516)"
2277,3,Road,Major Highway,USA,,New in version 2.0.0,40,,,,0,40,0,ne_1d4_original,,,,,,0,0,0,0,0,,173505,North America,1,Interstate,3.0,6.0,"LINESTRING (-97.58100334111408 35.46173461182776, -97.68867219952736 35.45999801733722, -97.8084972193744 35.49993969061956, -97.93874180616467 35.49993969061956)"
2278,3,Road,Major Highway,USA,,New in version 2.0.0,55,,,,0,13,0,ne_1d4_original,,,,,,0,0,0,0,0,,173605,North America,1,Interstate,3.0,6.0,"LINESTRING (-90.03029049626005 35.13178165862576, -90.02855390176951 35.11267911922986, -90.004241578902 35.038005556136774, -90.00597817339253 34.996327288363894)"
2280,5,Road,Major Highway,USA,,New in version 2.0.0,565,,,,0,34,0,ne_1d4_original,,,,,,0,0,0,0,0,,173905,North America,1,Interstate,5.0,8.0,"LINESTRING (-86.8905276573695 34.629905850860624, -86.84711279510609 34.638588823313306, -86.7915417714089 34.66116455169029, -86.76375625956031 34.66290114618082, -86.73249755873066 34.67158411863351, -86.68039972401455 34.69589644150103, -86.67866312952401 34.70457941395371, -86.59877978295931 34.73410152029283)"
2281,3,Road,Major Highway,USA,,New in version 2.0.0,5,,,,0,16,0,ne_1d4_original,,,,,,0,0,0,0,0,,174105,North America,1,Interstate,3.0,6.0,"LINESTRING (-118.09365746333485 33.94221443260805, -118.07629151842949 33.91790210974053, -118.04329622310928 33.89358978687302, -117.97383244348781 33.85712130257175)"
2282,3,Road,Major Highway,USA,,New in version 2.0.0,40,,,,0,172,0,ne_1d4_original,,,,,,0,0,0,0,0,,174405,North America,1,Interstate,3.0,6.0,"LINESTRING (-110.16263042505325 34.906024374855974, -110.2216746377315 34.91470734730866, -110.30329457878673 34.954649020591006, -110.42832938210539 34.973751559986916, -110.45958808293504 34.973751559986916, -110.52557867357544 34.9824345324396, -110.58635948074424 35.006746855307114, -110.61067180361175 35.01195663877872, -110.63324753198873 35.02063961123141, -110.66624282730892 35.02063961123141, -110.69750152813859 35.05016171757053, -110.7687019022506 35.057108095532676, -110.82427292594778 35.07273744594751, -111.08128891054722 35.11615230821093, -111.15943566262138 35.12309868617308, -111.27926068246842 35.16304035945542, -111.30009981635486 35.161303764964885, -111.39040272986277 35.19603565477563, -111.42166143069244 35.20298203273777, -111.47723245438961 35.20471862722831, -111.53974985604894 35.21513819417153, -111.57795493484075 35.21513819417153, -111.66304806487705 35.17345992639864)"
2283,3,Road,Major Highway,USA,,New in version 2.0.0,40,,,,0,170,0,ne_1d4_original,,,,,,0,0,0,0,0,,174505,North America,1,Interstate,3.0,6.0,"LINESTRING (-97.47507107719134 35.473890773261516, -97.4542319433049 35.466944395299365, -97.40039751409826 35.433949099979166, -97.3222507620241 35.4165831550738, -97.23542103749726 35.38706104873467, -96.92457062369117 35.385324454244135, -96.83600430467379 35.39400742669682, -96.73180863524159 35.381851265263066, -96.48521221758536 35.381851265263066, -96.42790459939765 35.385324454244135, -96.302869796079 35.4165831550738, -96.24903536687235 35.425266127526484, -95.9677070594054 35.43047591099809)"
2284,4,Road,Major Highway,USA,,New in version 2.0.0,35,,,,0,9,0,ne_1d4_original,,,,,,0,0,0,0,0,,174605,North America,1,Interstate,4.0,7.0,"LINESTRING (-97.47507107719134 35.473890773261516, -97.48549064413456 35.47215417877098, -97.49070042760617 35.45478823386561, -97.49591021107778 35.392270832206286)"
2288,6,Road,Major Highway,USA,,New in version 2.0.0,405,,,,0,63,0,ne_1d4_original,,,,,,0,0,0,0,0,,175305,North America,1,Interstate,6.0,7.9,"LINESTRING (-118.46702527880026 34.15928874392515, -118.47049846778134 34.13497642105764, -118.47918144023402 34.11066409819012, -118.4687618732908 34.08114199185099, -118.42882020000845 34.02209777917274, -118.36630279834912 33.96131697200396, -118.36630279834912 33.89706297585409, -118.3506734479343 33.881433625439264, -118.33330750302893 33.86580427502443, -118.27426329035067 33.851911519100135, -118.24647777850208 33.82586260174208, -118.19785313276705 33.82238941276101, -118.1856969713333 33.81544303479886, -118.13533573110773 33.80502346785564, -118.10928681374968 33.79634049540296, -118.09192086884431 33.7841843339692)"
