,scalerank,featurecla,type,sov_a3,note,edited,name,namealt,namealtt,routeraw,question,length_km,toll,ne_part,label,label2,local,localtype,localalt,labelrank,ignore,add,rwdb_rd_id,orig_fid,prefix,uident,continent,expressway,level,min_zoom,min_label,geometry
3790,3,Road,Major Highway,USA,,New in version 2.0.0,5,,,,0,72,0,ne_1d4_original,,,,,,0,0,0,0,0,,8005,North America,1,Interstate,3.0,6.0,"LINESTRING (-122.19028386651118 47.975634510635984, -122.17118132711528 48.00862980595618, -122.18333748854903 48.13540120376537, -122.18854727202064 48.14234758172752, -122.205913216926 48.20486498338684, -122.25453786266104 48.25869941259349, -122.30837229186768 48.30385086934744, -122.33094802024466 48.3298997867055, -122.33615780371626 48.36115848753516, -122.33615780371626 48.494876263306494, -122.35005055964056 48.526134964136155, -122.34484077616895 48.597335338248165, -122.3795726659797 48.67374549583178, -122.41083136680935 48.69111144073715, -122.43514368967686 48.69284803522769, -122.46292920152545 48.70674079115198)"
3804,4,Road,Secondary Highway,MEX,,New in version 2.0.0,56D,,,,0,52,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,4.0,7.0,"LINESTRING (-107.61157311845469 30.165121415690496, -107.51953361045624 30.114760175464927, -107.42402091347671 30.09739423055956, -107.36324010630791 30.05397936829614, -107.28856654321484 30.019247478485404, -107.17742449582047 29.984515588674668)"
3805,4,Road,Major Highway,USA,,New in version 2.0.0,15,,,,0,8,0,ne_1d4_original,,,,,,0,0,0,0,0,,179705,North America,1,Interstate,4.0,7.0,"LINESTRING (-117.18368195029356 33.54800748325619, -117.16978919436927 33.532378132841366, -117.13679389904907 33.482016892615796)"
3821,3,Road,Major Highway,USA,,New in version 2.0.0,90,,,,0,10,1,ne_1d4_original,,,,,,0,0,0,0,0,,38405,North America,1,Interstate,3.0,6.0,"LINESTRING (-73.84175665547593 42.69638725940409, -73.92684978551223 42.750221688610736)"
3824,3,Road,Major Highway,MEX,,New in version 2.0.0,15D,,,,0,42,0,ne_1d4_original,,,,,,0,0,0,0,0,,272605,North America,1,Interstate,3.0,6.0,"LINESTRING (-101.51612645667049 19.882745437222063, -101.47792137787869 19.891428409674745, -101.40498440927614 19.875799059259915, -101.36851592497486 19.87232587027884, -101.27821301146695 19.90532116559904, -101.1861735034685 19.87753565375045, -101.14796842467669 19.889691815184207)"
3826,3,Road,Beltway,USA,,New in version 2.0.0,495,,,,0,23,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,3.0,6.0,"LINESTRING (-77.14823256545802 39.02696310089982, -77.12565683708104 39.02522650640928, -77.08745175828923 39.00612396701338, -77.07355900236493 39.00438737252284, -77.06487602991226 39.01133375048499, -77.01451478968669 39.01133375048499, -76.97283652191379 39.020016722937676, -76.94505101006521 39.020016722937676)"
3827,3,Road,Beltway,USA,,New in version 2.0.0,495,,,,0,16,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,3.0,6.0,"LINESTRING (-77.17428148281607 38.79252284467735, -77.18643764424982 38.79252284467735, -77.21074996711734 38.80294241162057, -77.22464272304164 38.81509857305433, -77.2229061285511 38.85504024633668, -77.22637931753218 38.87240619124204, -77.21943293957003 38.8845623526758, -77.21943293957003 38.91234786452439, -77.21502393777024 38.92557486992372)"
3828,4,Road,Major Highway,USA,,New in version 2.0.0,15,,,,0,34,0,ne_1d4_original,,,,,,0,0,0,0,0,,188605,North America,1,Interstate,4.0,7.0,"LINESTRING (-117.08469606433296 33.12080523858414, -117.06906671391813 33.094756321226086, -117.06906671391813 33.07218059284911, -117.08295946984242 32.981877679341196, -117.11769135965316 32.910677305229186, -117.11595476516263 32.858579470513085, -117.12116454863424 32.84468671458879, -117.11074498169101 32.776959529457855)"
3829,4,Road,Major Highway,USA,,New in version 2.0.0,55,,,,0,6,0,ne_1d4_original,,,,,,0,0,0,0,0,,109205,North America,1,Interstate,4.0,7.0,"LINESTRING (-89.03001206971085 40.50654160683718, -89.03001206971085 40.463126744573756, -89.02132909725816 40.442287610687316)"
3835,6,Road,Major Highway,USA,,New in version 2.0.0,405,,,,0,7,0,ne_1d4_original,,,,,,0,0,0,0,0,,176705,North America,1,Interstate,6.0,7.9,"LINESTRING (-118.09192086884431 33.7841843339692, -118.0867110853727 33.77376476702598, -118.03808643963767 33.77376476702598)"
3836,6,Road,Major Highway,USA,,New in version 2.0.0,10,,,,0,34,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,6.0,7.9,"LINESTRING (-117.29579410997273 33.94386569493849, -117.14547687150176 33.93874124362698, -116.98918336735343 33.93874124362698)"
3837,6,Road,Major Highway,USA,,New in version 2.0.0,10,,,,0,24,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,6.0,7.9,"LINESTRING (-118.43750317246113 34.02730756264435, -118.22511366311828 34.04479846341376)"
3838,6,Road,Major Highway,USA,,New in version 2.0.0,10,,,,0,24,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,6.0,7.9,"LINESTRING (-118.22511366311828 34.04479846341376, -118.14228210906988 34.05161988551187, -118.04503281759982 34.05161988551187, -118.01289188989945 34.03950117506747)"
3839,6,Road,Major Highway,USA,,New in version 2.0.0,10,,,,0,30,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,6.0,7.9,"LINESTRING (-117.55576893883762 34.02241439711836, -117.50495193104287 34.02036118468221, -117.44069793489301 34.00299523977684, -117.35907799383777 33.99083907834308, -117.29829718666899 33.943951027098585, -117.29579410997273 33.94386569493849)"
3840,3,Road,Major Highway,USA,,New in version 2.0.0,215,,,,0,21,0,ne_1d4_original,,,,,,0,0,0,0,0,,169405,North America,1,Interstate,3.0,6.0,"LINESTRING (-118.13677849516984 34.15111337770221, -118.12491616416452 34.15407896045354, -118.10928681374968 34.15407896045354, -118.04503281759982 34.14886917698193, -118.01898390024176 34.14018620452924, -117.96514947103512 34.136713015548175, -117.95125671511083 34.12976663758602)"
3841,3,Road,Major Highway,USA,,New in version 2.0.0,215,,,,0,19,0,ne_1d4_original,,,,,,0,0,0,0,0,,172205,North America,1,Interstate,3.0,6.0,"LINESTRING (-117.95125671511083 34.12976663758602, -117.89221250243259 34.117610476152265, -117.83143169526379 34.117610476152265, -117.82274872281111 34.08982496430368, -117.80711937239627 34.065512641436165, -117.80362130952928 34.06601236470288)"
3842,3,Road,Major Highway,USA,,New in version 2.0.0,215,,,,0,20,0,ne_1d4_original,,,,,,0,0,0,0,0,,172105,North America,1,Interstate,3.0,6.0,"LINESTRING (-117.39995568470651 34.220040023693166, -117.35734139934725 34.18707425577374, -117.33302907647973 34.1662351218873, -117.30003378115953 34.126293448604955, -117.29482399768791 34.06377604694563)"
3843,6,Road,Major Highway,USA,,New in version 2.0.0,110,,,,0,26,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,6.0,7.9,"LINESTRING (-118.2707901013696 34.04293691305919, -118.28120966831283 33.987365889362, -118.28120966831283 33.831072385213695, -118.2707901013696 33.76855498355437, -118.26953044115993 33.768936698769416)"
3845,5,Road,Major Highway,USA,,New in version 2.0.0,405,,,,0,11,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,5.0,7.4,"LINESTRING (-118.4619257220676 34.28757680609902, -118.4687618732908 34.1662351218873)"
3851,3,Road,Major Highway,USA,,New in version 2.0.0,80,580,Interstate,,0,11,0,ne_1d4_original,,,,,,0,0,0,0,0,,117805,North America,1,Interstate,3.0,6.0,"LINESTRING (-122.30346861580944 37.93157813477413, -122.30316250839607 37.929435382880555, -122.28232337450963 37.90164987103197, -122.27711359103802 37.87907414265499, -122.27711359103802 37.85476181978748, -122.28405996900017 37.83565928039157, -122.29447953594338 37.8321860914105)"
3852,6,Road,Major Highway,USA,,New in version 2.0.0,680,,,,0,9,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,6.0,7.9,"LINESTRING (-122.05135630726824 37.90338646552251, -122.06351246870199 37.9971625680115, -122.0664445643196 37.997230756281674)"
3853,3,Road,Major Highway,USA,,"Version 1.5: Changed alignment, a few adds in N.A.",5,,,,0,39,0,ne_1d4_original,,,,,,0,0,0,0,0,,112505,North America,1,Interstate,3.0,6.0,"LINESTRING (-121.92635259335336 38.83278590491818, -121.92979469293066 38.83593770694077, -121.97320955519407 38.88282575818526, -122.00794144500482 38.92797721493922, -122.10519073647487 39.073851152144314, -122.13297624832346 39.122475797879346, -122.134712842814 39.1485247152374, -122.14686900424776 39.17110044361438)"
3854,3,Road,Major Highway,USA,,New in version 2.0.0,580,,,,0,27,0,ne_1d4_original,,,,,,0,0,0,0,0,,148505,North America,1,Interstate,3.0,6.0,"LINESTRING (-121.56510984991793 37.74361977239312, -121.35324532207244 37.60469221315017, -121.3498481189785 37.60217740047024)"
3855,3,Road,Major Highway,USA,,New in version 2.0.0,5,,,,0,21,0,ne_1d4_original,,,,,,0,0,0,0,0,,121705,North America,1,Interstate,3.0,6.0,"MULTILINESTRING ((-121.34737689495978 37.76560575353216, -121.3488623167728 37.603509098186635), (-121.29941089286581 37.79745420159975, -121.32545981022378 37.774878473222714, -121.35413273958369 37.76739857860724))"
3859,3,Road,Major Highway,USA,,New in version 2.0.0,5,,,,0,13,0,ne_1d4_original,,,,,,0,0,0,0,0,,9705,North America,1,Interstate,3.0,6.0,"LINESTRING (-122.2719038075664 47.46160254143709, -122.27364040205694 47.484178269814066, -122.26843061858533 47.496334431247824, -122.28753315798124 47.51717356513427, -122.29447953594338 47.53974929351125, -122.32052845330143 47.557115238416614, -122.32182797178379 47.59155247819885)"
3863,3,Road,Major Highway,CAN,,New in version 2.0.0,1,99,State,,0,17,0,ne_1d4_original,,,,,,0,0,0,0,0,,391905,North America,1,Interstate,3.0,6.0,"LINESTRING (-123.1311988635117 49.34147144517714, -123.22529418287111 49.35101734714114, -123.25828947819132 49.35970031959382, -123.27912861207776 49.37011988653704)"
3869,4,Road,Major Highway,USA,,New in version 2.0.0,17,,,,0,4,0,ne_1d4_original,,,,,,0,0,0,0,0,,184505,North America,1,Interstate,4.0,7.0,"LINESTRING (-112.09900458544108 33.50361968478829, -112.10005159023024 33.46383350280314)"
3870,4,Road,Major Highway,USA,,New in version 2.0.0,17,,,,0,16,0,ne_1d4_original,,,,,,0,0,0,0,0,,184505,North America,1,Interstate,4.0,7.0,"LINESTRING (-112.11305866980085 33.67263632677082, -112.11456263241661 33.59142234551973, -112.0971966875112 33.5688466171427, -112.09893328200172 33.50632921548345, -112.09900458544108 33.50361968478829)"
3874,4,Road,Major Highway,USA,,New in version 2.0.0,17,,,,0,64,0,ne_1d4_original,,,,,,0,0,0,0,0,,184505,North America,1,Interstate,4.0,7.0,"LINESTRING (-112.11992913694546 34.3241829015568, -112.1249821993598 34.289533330715415, -112.11108944343556 34.2704307913196, -112.10414306547341 34.25132825192361, -112.10587965996393 34.230489118037156, -112.11456263241661 34.20791338966018, -112.12671879385033 34.20270360618866, -112.15276771120841 34.13150323207657, -112.13887495528405 34.0707224249079, -112.14755792773684 34.044673507549646, -112.14929452222736 34.016887995701154, -112.14061154977469 34.00299523977685, -112.13366517181248 33.95958037751336, -112.14234814426516 33.93005827117429, -112.14755792773684 33.8866434089108, -112.14408473875568 33.82412600725155, -112.13713836079353 33.81023325132725, -112.11282603792608 33.68519844800852, -112.11305866980085 33.67263632677082)"
3877,3,Road,Major Highway,MEX,,"Version 1.5: Changed alignment, a few adds in N.A.",40D,,,,0,83,0,ne_1d4_original,,,,,,0,0,0,0,0,,248505,North America,1,Interstate,3.0,6.0,"LINESTRING (-103.72485747700141 24.954469924893637, -103.72333805414277 24.958811133061147, -103.7198648651617 24.99527961736242, -103.72507464863331 25.03869447962584, -103.75633334946298 25.141153554567513, -103.7198648651617 25.172412255397173, -103.70423551474687 25.198461172755227, -103.66429384146451 25.208880739698447, -103.64519130206861 25.221036901132205, -103.6208789792011 25.269661546867237, -103.66776703044559 25.368647432827835, -103.64519130206861 25.417272078562863, -103.65040108554022 25.458950346335747, -103.59309346735252 25.52841412595722, -103.5739909279566 25.544043476372053, -103.56704454999446 25.542306881881515, -103.54794201059855 25.554463043315273, -103.5080003373162 25.60482428354084)"
3878,3,Road,Major Highway,USA,,"Version 1.5: Changed alignment, a few adds in N.A.",10,,,,0,19,0,ne_1d4_original,,,,,,0,0,0,0,0,,217405,North America,1,Interstate,3.0,6.0,"LINESTRING (-106.27501341370825 31.69220602583926, -106.29870768360885 31.715900295739864, -106.37338124670194 31.77147131943704, -106.39248378609784 31.77668110290865, -106.42374248692751 31.77841769739919)"
3880,3,Road,Major Highway,USA,,"Version 1.5: Changed alignment, a few adds in N.A.",40,,,,0,91,0,ne_1d4_original,,,,,,0,0,0,0,0,,167905,North America,1,Interstate,3.0,6.0,"LINESTRING (-112.45670066565395 35.22276990410513, -112.38547137294036 35.21513819417153, -112.31600759331889 35.222084572133674, -112.2830122979987 35.22034797764314, -112.24133403022581 35.22555776111475, -112.21528511286776 35.241187111529584, -112.17187025060434 35.25855305643495, -112.07983074260589 35.260289650925486, -112.05551841973838 35.26723602888763, -111.9721618841926 35.249870083982266, -111.95132275030616 35.25507986745387, -111.94958615581562 35.260289650925486, -111.86449302577932 35.251606678472804, -111.81934156902537 35.239450517039046, -111.74640460042282 35.19777224926616, -111.66304806487705 35.17345992639864)"
3881,3,Road,Major Highway,USA,,"Version 1.5: Changed alignment, a few adds in N.A.",15,,,,0,19,0,ne_1d4_original,,,,,,0,0,0,0,0,,151705,North America,1,Interstate,3.0,6.0,"LINESTRING (-115.02633250431218 36.28340816454184, -115.0719830498008 36.26404126645576, -115.14318342391282 36.20499705377751, -115.16402255779926 36.173738352947844)"
3882,5,Road,Beltway,USA,,New in version 2.0.0,215,,,,0,21,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,5.0,8.0,"LINESTRING (-115.17826096684227 36.057664189800185, -115.14492001840335 36.05391333310081, -115.12060769553584 36.02091803778061, -115.00599245916041 36.02960101023329)"
3886,3,Road,Major Highway,USA,,New in version 2.0.0,90,,,,0,35,0,ne_1d4_original,,,,,,0,0,0,0,0,,14605,North America,1,Interstate,3.0,6.0,"LINESTRING (-122.17812770507742 47.57969096679359, -122.13123965383292 47.57621777781252, -122.00446825602374 47.525856537586954, -121.95584361028871 47.52238334860588, -121.91416534251583 47.51022718717212, -121.86478643146502 47.50899271439585)"
3891,5,Road,Beltway,USA,,New in version 2.0.0,215,,,,0,17,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,5.0,8.0,"LINESTRING (-111.89240654162582 40.63678619362744, -111.84365389189288 40.63678619362744, -111.78634627370516 40.66109851649495, -111.77939989574301 40.71840613468267)"
3892,5,Road,Beltway,USA,,New in version 2.0.0,215,,,,0,17,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,5.0,8.0,"LINESTRING (-111.9556062947725 40.768131881146765, -111.96000572275885 40.668044894457104, -111.92527383294811 40.63678619362744, -111.89240654162582 40.63678619362744)"
3900,3,Road,Major Highway,USA,,New in version 2.0.0,44,,,,0,17,0,ne_1d4_original,,,,,,0,0,0,0,0,,173505,North America,1,Interstate,3.0,6.0,"LINESTRING (-97.46465151024812 35.54509114737352, -97.52543231741691 35.52946179695869, -97.56016420722764 35.517305635524934, -97.57753015213301 35.505149474091176, -97.58100334111408 35.46173461182776)"
3901,5,Road,Beltway,USA,,New in version 2.0.0,635,,,,0,43,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,5.0,8.0,"LINESTRING (-96.88115576142775 32.9158870887008, -96.82732133222112 32.922833466662944, -96.76133074158071 32.9158870887008, -96.70054993441192 32.89504795481435, -96.65366188316743 32.862052659494154, -96.62587637131884 32.81516460824966, -96.61372020988509 32.72138850576067, -96.62579724552221 32.706090927286986)"
3902,5,Road,Beltway,USA,,New in version 2.0.0,820,,,,0,25,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,5.0,8.0,"LINESTRING (-97.48375404964402 32.724393583033816, -97.48375404964402 32.768276557005166, -97.44381237636168 32.80127185232537, -97.37608519123074 32.83600374213611, -97.31460877273175 32.84073269740526)"
3904,6,Road,Major Highway,USA,,"Version 1.5: Changed alignment, a few adds in N.A.",35E,,,,0,17,0,ne_1d4_original,,,,,,0,0,0,0,0,,199705,North America,1,Interstate,6.0,8.5,"LINESTRING (-96.88332318414561 32.917384547140564, -96.87594597795614 32.90546752175758, -96.84816046610756 32.808218230287515, -96.79606263139145 32.78216931292946)"
3905,3,Road,Major Highway,USA,,New in version 2.0.0,10,,,,0,22,0,ne_1d4_original,,,,,,0,0,0,0,0,,224405,North America,1,Interstate,3.0,6.0,"LINESTRING (-95.36858196017019 29.779597438791324, -95.56848726435712 29.7805060992649)"
3912,3,Road,Major Highway,USA,,New in version 2.0.0,35,,,,0,21,0,ne_1d4_original,,,,,,0,0,0,0,0,,225905,North America,1,Interstate,3.0,6.0,"LINESTRING (-98.3353441164786 29.570521848400467, -98.37983680676102 29.54168399358778, -98.39199296819477 29.529527832154024, -98.39893934615692 29.491322753362212, -98.42498826351498 29.468747024985234, -98.47708609823108 29.439224918646108)"
3913,5,Road,Beltway,USA,,New in version 2.0.0,410,,,,0,20,0,ne_1d4_original,,,,,,0,0,0,0,0,,0,North America,1,Interstate,5.0,8.0,"LINESTRING (-98.41283210208121 29.326346276761218, -98.4597201533257 29.326346276761218, -98.57433538970113 29.305507142874774, -98.58911949240607 29.307697380312543)"
3916,3,Road,Major Highway,USA,,New in version 2.0.0,10,,,,0,11,0,ne_1d4_original,,,,,,0,0,0,0,0,,226805,North America,1,Interstate,3.0,6.0,"LINESTRING (-98.38567448073385 29.43907204527223, -98.41630529106229 29.430541946193426, -98.4545103698541 29.4010198398543, -98.47534950374055 29.397546650873227)"
3917,3,Road,Major Highway,USA,,"Version 1.5: Changed alignment, a few adds in N.A.",10,,,,0,21,0,ne_1d4_original,,,,,,0,0,0,0,0,,226405,North America,1,Interstate,3.0,6.0,"LINESTRING (-98.6020931228639 29.593226907710175, -98.58301836215382 29.543420588078316, -98.56217922826738 29.524318048682414, -98.5396034998904 29.491322753362212, -98.52223755498504 29.48263978090953, -98.51181798804181 29.44443470211772, -98.49792523211752 29.425332162721816)"
3918,3,Road,Major Highway,USA,,"Version 1.5: Changed alignment, a few adds in N.A.",35,,,,0,17,0,ne_1d4_original,,,,,,0,0,0,0,0,,232805,North America,1,Interstate,3.0,6.0,"LINESTRING (-98.59428396465609 29.307285083764157, -98.55696944479575 29.324609682270705, -98.53786690539988 29.340239032685474, -98.522237554985 29.36281476106251, -98.5118179880418 29.395810056382686, -98.49792523211744 29.42533216272176)"
